Name,Nation,Gender,Event,QualifiedBy,EventId
Lemi BERHANU,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Selemon BAREGA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Birhanu LEGESE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Yuya YOSHIDA,JPN,M,Men's Marathon,Qualified by Entry Standard,10229634
Lemi DUMECHA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Enock ONCHARI,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Edward CHESEREK,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Yohanes CHIAPPINELLI,ITA,M,Men's Marathon,Qualified by Entry Standard,10229634
Benard BIWOTT,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Eliud KIPCHOGE,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Kennedy KIMUTAI,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Shifera TAMRU,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Mulugeta Asefa UMA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Titus KIPRUTO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Philimon Kiptoo KIPCHUMBA,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Elroy GELANT,RSA,M,Men's Marathon,Qualified by Entry Standard,10229634
Oqbe Kibrom RUESOM,ERI,M,Men's Marathon,Qualified by Entry Standard,10229634
Yihunilign ADANE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Tsegaye GETACHEW,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Ryota KONDO,JPN,M,Men's Marathon,Qualified by Entry Standard,10229634
Asefa BOKI,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Ronald KORIR,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Solomon Kirwa YEGO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Dejene MEGERSA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Haftu TEKLU,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Kenneth Kiprop KIPKEMOI,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Victor KIPCHIRCHIR,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Felix KIRWA,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Richard RINGER,GER,M,Men's Marathon,Qualified by Entry Standard,10229634
Geoffrey TOROITICH,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Derseh KINDIE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Abdisa TOLA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Kenneth KETER,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Suldan HASSAN,SWE,M,Men's Marathon,Qualified by Entry Standard,10229634
Kyohei HOSOYA,JPN,M,Men's Marathon,Qualified by Entry Standard,10229634
Joshua CHEPTEGEI,UGA,M,Men's Marathon,Qualified by Entry Standard,10229634
Vincent KIPCHUMBA,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Haimro ALAME,ISR,M,Men's Marathon,Qualified by Entry Standard,10229634
Daniel Simiu EBENYO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Getaneh MOLLA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Amanal PETROS,GER,M,Men's Marathon,Qualified by Entry Standard,10229634
Yemaneberhan CRIPPA,ITA,M,Men's Marathon,Qualified by Entry Standard,10229634
Iliass AOUANI,ITA,M,Men's Marathon,Qualified by Entry Standard,10229634
Othmane EL GOUMRI,MAR,M,Men's Marathon,Qualified by Entry Standard,10229634
Moses KIBET,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Jemal MEKONEN,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Rhonzas Lokitam KILIMO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Edwin KIPTOO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Tafese DELELEGN,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Ibrahim HASSAN,DJI,M,Men's Marathon,Qualified by Entry Standard,10229634
Tadu ABATE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Mekuant AYENEW,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Mike Kiptum BOIT,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Sila KIPTOO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Stephen KISSA,UGA,M,Men's Marathon,Qualified by Entry Standard,10229634
Balew YIHUNLE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Gebru REDAHGNE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Andrew BUCHANAN,AUS,M,Men's Marathon,Qualified by Entry Standard,10229634
Abdi FUFA,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Asbel RUTTO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Bethwel KIBET,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Samsom AMARE,ERI,M,Men's Marathon,Qualified by Entry Standard,10229634
Tafere ADISU,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Enock KINYAMAL,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Gebise DEBELE,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Simon KARIUKI,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Lameck TOO,KEN,M,Men's Marathon,Qualified by Entry Standard,10229634
Melaku BELACHEW,ETH,M,Men's Marathon,Qualified by Entry Standard,10229634
Brimin KIPKORIR,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Justus KANGOGO,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Emile CAIRESS,GBR,M,Men's Marathon,Qualified by Designated Competition,10229634
Albert KORIR,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Ablelom MARYO,ERI,M,Men's Marathon,Qualified by Designated Competition,10229634
Boaz KIPKEMEI,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Eric Kiprono KIPTANUI,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Evans CHEBET,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Koen NAERT,BEL,M,Men's Marathon,Qualified by Designated Competition,10229634
Bethwell KIPKEMBOI,KEN,M,Men's Marathon,Qualified by Designated Competition,10229634
Berhane TESFAY,ERI,M,Men's Marathon,Qualified by Designated Competition,10229634
Bashir ABDI,BEL,M,Men's Marathon,Qualified by World Rankings,10229634
Clayton YOUNG,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Shaohui YANG,CHN,M,Men's Marathon,Qualified by World Rankings,10229634
Sondre Nordstad MOEN,NOR,M,Men's Marathon,Qualified by World Rankings,10229634
Rory LINKLETTER,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Jie HE,CHN,M,Men's Marathon,Qualified by World Rankings,10229634
CJ ALBERTSON,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Isaac MPOFU,ZIM,M,Men's Marathon,Qualified by World Rankings,10229634
Debessay DESALE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Mohamed Reda EL AARABY,MAR,M,Men's Marathon,Qualified by World Rankings,10229634
Berhane Tsegay TEKLE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Hugo CATRILEO,CHI,M,Men's Marathon,Qualified by World Rankings,10229634
Naoki KOYAMA,JPN,M,Men's Marathon,Qualified by World Rankings,10229634
Ghirmay GHEBRESLASSIE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Kaan Kigen ÖZBILEN,TUR,M,Men's Marathon,Qualified by World Rankings,10229634
Abel CHELANGAT,UGA,M,Men's Marathon,Qualified by World Rankings,10229634
Eyob FANIEL,ITA,M,Men's Marathon,Qualified by World Rankings,10229634
Sezgin ATAÇ,TUR,M,Men's Marathon,Qualified by World Rankings,10229634
Yemane HAILESELASSIE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Goitom KIFLE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Ilham Tanui ÖZBILEN,TUR,M,Men's Marathon,Qualified by World Rankings,10229634
Pietro RIVA,ITA,M,Men's Marathon,Qualified by World Rankings,10229634
Hiko Tonosa HASO,IRL,M,Men's Marathon,Qualified by World Rankings,10229634
Abderrazak CHARIK,ALG,M,Men's Marathon,Qualified by World Rankings,10229634
Alex MAIER,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Henok TESFAY,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Tendai ZIMUTO,ZIM,M,Men's Marathon,Qualified by World Rankings,10229634
Merhawi KESETE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Samuel BARATA,POR,M,Men's Marathon,Qualified by World Rankings,10229634
Xiangdong WU,CHN,M,Men's Marathon,Qualified by World Rankings,10229634
Abdi WAISS,DJI,M,Men's Marathon,Qualified by World Rankings,10229634
Ebba Tulu CHALA,SWE,M,Men's Marathon,Qualified by World Rankings,10229634
Soufiyan BOUQANTAR,MAR,M,Men's Marathon,Qualified by World Rankings,10229634
Jacob Sommer SIMONSEN,DEN,M,Men's Marathon,Qualified by World Rankings,10229634
Petro MAMU,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Felicien MUHITIRA,RWA,M,Men's Marathon,Qualified by World Rankings,10229634
Shokhrukh DAVLYATOV,UZB,M,Men's Marathon,Qualified by World Rankings,10229634
Il Ryong HAN,PRK,M,Men's Marathon,Qualified by World Rankings,10229634
Zach PANNING,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Nekagenet CRIPPA,ITA,M,Men's Marathon,Qualified by World Rankings,10229634
Solomon MUTAI,UGA,M,Men's Marathon,Qualified by World Rankings,10229634
Andrew COLLEY,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Adam LIPSCHITZ,RSA,M,Men's Marathon,Qualified by World Rankings,10229634
Andrew Rotich KWEMOI,UGA,M,Men's Marathon,Qualified by World Rankings,10229634
Matthew RICHTMAN,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Afewerki BERHANE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Carlos DÍAZ,CHI,M,Men's Marathon,Qualified by World Rankings,10229634
Ben PREISNER,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Aron KIFLE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Tuemay Weldlibanos TSEGAY,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Pasquale SELVAROLO,ITA,M,Men's Marathon,Qualified by World Rankings,10229634
Ser-Od BAT-OCHIR,MGL,M,Men's Marathon,Qualified by World Rankings,10229634
Justin KENT,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Peter LYNCH,IRL,M,Men's Marathon,Qualified by World Rankings,10229634
Reed FISCHER,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Stephen MOKOKA,RSA,M,Men's Marathon,Qualified by World Rankings,10229634
Filmon ANDE,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Thabang MOSIAKO,RSA,M,Men's Marathon,Qualified by World Rankings,10229634
Brian SHRADER,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Ignacio ERARIO,ARG,M,Men's Marathon,Qualified by World Rankings,10229634
Lahsene BOUCHIKHI,BEL,M,Men's Marathon,Qualified by World Rankings,10229634
Elkanah KIBET,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Shadrack KIPCHIRCHIR,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Hassan TORISS,MAR,M,Men's Marathon,Qualified by World Rankings,10229634
Marcelo LAGUERA,MEX,M,Men's Marathon,Qualified by World Rankings,10229634
Daniele MEUCCI,ITA,M,Men's Marathon,Qualified by World Rankings,10229634
Zerei Kbrom MEZNGI,NOR,M,Men's Marathon,Qualified by World Rankings,10229634
Cameron LEVINS,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Mohammed BENYETTOU,ALG,M,Men's Marathon,Qualified by World Rankings,10229634
Thomas DE BOCK,BEL,M,Men's Marathon,Qualified by World Rankings,10229634
Dario IVANOVSKI,MKD,M,Men's Marathon,Qualified by World Rankings,10229634
Adam NOWICKI,POL,M,Men's Marathon,Qualified by World Rankings,10229634
Cristhian ZAMORA,URU,M,Men's Marathon,Qualified by World Rankings,10229634
Robin HENDRIX,BEL,M,Men's Marathon,Qualified by World Rankings,10229634
Mateusz KACZOR,POL,M,Men's Marathon,Qualified by World Rankings,10229634
Thomas BROATCH,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Okubay TSEGAY,ERI,M,Men's Marathon,Qualified by World Rankings,10229634
Josephat Joshua GISEMO,TAN,M,Men's Marathon,Qualified by World Rankings,10229634
Tim VINCENT,AUS,M,Men's Marathon,Qualified by World Rankings,10229634
Nathan MARTIN,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Leonard KORIR,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Victor KWEMBOI,UGA,M,Men's Marathon,Qualified by World Rankings,10229634
Amaury PAQUET,BEL,M,Men's Marathon,Qualified by World Rankings,10229634
Samuel Tsegay TESFAMARIAM,SWE,M,Men's Marathon,Qualified by World Rankings,10229634
Frank LARA,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Dorian BOULVIN,BEL,M,Men's Marathon,Qualified by World Rankings,10229634
Teshome MEKONEN,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Josh IZEWSKI,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Byambajav TSEVEENRAVDAN,MGL,M,Men's Marathon,Qualified by World Rankings,10229634
Rui PINTO,POR,M,Men's Marathon,Qualified by World Rankings,10229634
Segundo JAMI,ECU,M,Men's Marathon,Qualified by World Rankings,10229634
Tristan WOODFINE,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Yitayew ABUHAY,ISR,M,Men's Marathon,Qualified by World Rankings,10229634
Colin BENNIE,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Futsum ZIENASELLASSIE,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Juan PACHECO,MEX,M,Men's Marathon,Qualified by World Rankings,10229634
Daniel MESFUN,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Yves NIMUBONA,RWA,M,Men's Marathon,Qualified by World Rankings,10229634
Liam BOUDIN,AUS,M,Men's Marathon,Qualified by World Rankings,10229634
Rene CHAMPI,PER,M,Men's Marathon,Qualified by World Rankings,10229634
Daniel Nghidinwa PAULUS,NAM,M,Men's Marathon,Qualified by World Rankings,10229634
Therence BIZOZA,BDI,M,Men's Marathon,Qualified by World Rankings,10229634
Tom HENDRIKSE,NED,M,Men's Marathon,Qualified by World Rankings,10229634
Miguel BORGES,POR,M,Men's Marathon,Qualified by World Rankings,10229634
Aaron GRUEN,AUT,M,Men's Marathon,Qualified by World Rankings,10229634
JP FLAVIN,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Nicolás CUESTAS,URU,M,Men's Marathon,Qualified by World Rankings,10229634
Maxim RĂILEANU,MDA,M,Men's Marathon,Qualified by World Rankings,10229634
Robert MIRANDA,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Johnatas DE OLIVEIRA,BRA,M,Men's Marathon,Qualified by World Rankings,10229634
Christian ALLEN,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Ferdinand CERECEDA,PER,M,Men's Marathon,Qualified by World Rankings,10229634
Olivier IRABARUTA,BDI,M,Men's Marathon,Qualified by World Rankings,10229634
Minho PARK,KOR,M,Men's Marathon,Qualified by World Rankings,10229634
Charlie SWEENEY,USA,M,Men's Marathon,Qualified by World Rankings,10229634
Andrew ALEXANDER,CAN,M,Men's Marathon,Qualified by World Rankings,10229634
Paulo Roberto PAULA,BRA,M,Men's Marathon,Qualified by World Rankings,10229634
Tiidrek NURME,EST,M,Men's Marathon,Qualified by World Rankings,10229634
Leonid LATSEPOV,EST,M,Men's Marathon,Qualified by World Rankings,10229634
Toshikazu YAMANISHI,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Satoshi MARUO,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Jun ZHANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Zhaozhao WANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Lihong CUI,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Caio BONFIM,BRA,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Kento YOSHIKAWA,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Evan DUNFEE,CAN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Yandong LI,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Ryo HAMANISHI,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Paul MCGRATH,ESP,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Haifeng QIAN,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Koki IKEDA,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Chenjie LI,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Ning LU,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Xiangfei ZHAO,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Francesco FORTUNATO,ITA,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Diego GARCÍA CARRERA,ESP,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Masatora KAWANO,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Ricardo ORTIZ,MEX,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Perseus KARLSTRÖM,SWE,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Kazuki TAKAHASHI,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Gabriel BORDIER,FRA,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Yuta KOGA,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Jinrui ZHANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Rhydian COWLEY,AUS,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Miguel Ángel LÓPEZ,ESP,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Motofumi SUWA,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Hayato KATSUKI,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Andrea COSI,ITA,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Hiroto JUSHO,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Yongjie WEN,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Peiyang HUANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Mukola RUSHCHAK,UKR,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Xuanfei HU,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Qin WANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Atsuki TSUCHIYA,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
David HURTADO,ECU,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Li XINGFU,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Christopher LINKE,GER,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Kyle SWAN,AUS,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Yingcheng ZHOU,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Lin LI,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Yutaro MURAYAMA,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Ding CHANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
José Luis DOCTOR,MEX,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Jiaxu ZHANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Yifeng WANG,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Shuo DING,CHN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Haruki MANJU,JPN,M,Men's 20 Kilometres Race Walk,Qualified by Entry Standard,10229508
Misgana WAKUMA,ETH,M,Men's 20 Kilometres Race Walk,Qualified by World Rankings,10229508
Declan TINGAY,AUS,M,Men's 20 Kilometres Race Walk,Qualified by World Rankings,10229508
Álvaro LÓPEZ,ESP,M,Men's 20 Kilometres Race Walk,Qualified by World Rankings,10229508
Maher BEN HLIMA,POL,M,Men's 20 Kilometres Race Walk,Qualified by World Rankings,10229508
Luis Henry CAMPOS,PER,M,Men's 20 Kilometres Race Walk,Qualified by World Rankings,10229508
